Career and Excepted Service Employees Compensation System Changes for Police Officials Emergency Declaration Resolution of 2014,Resolution,20-593,4022,Resolution_20-593
Career and Excepted Service Employees Compensation System for Changes for Fire Officials Emergency Declaration Resolution of 2014,Resolution,20-714,4633,Resolution_20-714
"Career, Educational, Excepted, Management Supervisory, Legal, and Executive Services for Non-Collective Bargaining Unit Employees Compensation System Changes Emergency Approval Resolution of 2013",Resolution,20-166,1606,Resolution_20-166
"Career, Educational, Excepted, Management Supervisory, Legal, and Executive Services for Non-Collective Bargaining Unit Employees Compensation System Changes Emergency Declaration Resolution of 2013",Resolution,20-165,1605,Resolution_20-165
Carter G. Woodson Memorial Commemorative Work Emergency Approval Act of 2014,Act,20-431,4148,Act_20-431
Carter G. Woodson Memorial Commemorative Work Emergency Declaration Resolution of 2014,Resolution,20-618,4518,Resolution_20-618
CCNV Task Force Congressional Review Emergency Act of 2013,Act,20-226,2616,Act_20-226
CCNV Task Force Congressional Review Emergency Declaration Resolution of 2013,Resolution,20-314,2727,Resolution_20-314
CCNV Task Force Emergency Act of 2013,Act,20-147,2000,Act_20-147
CCNV Task Force Emergency Declaration Resolution of 2013,Resolution,20-244,2099,Resolution_20-244
CCNV Task Force Temporary Act of 2013,Law,20-45,2392,Law_20-45
Censure of Councilmember Marion Barry Resolution of 2013,Resolution,20-293,2686,Resolution_20-293
Center for Global Development Revenue Bonds Project Approval Resolution of 2013,Resolution,20-112,1501,Resolution_20-112
Certified Business Enterprise Compliance Emergency Act of 2013,Act,20-62,1410,Act_20-62
Certified Business Enterprise Compliance Emergency Declaration Resolution of 2013,Resolution,20-98,1484,Resolution_20-98
Certified Business Enterprise Compliance Temporary Act of 2013,Law,20-13,1760,Law_20-13
Change Order No. 001 Through No. 006 to Contract No. Gm-10-Dpr-0308b-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-124,1820,Act_20-124
Change Order No. 001 Through No. 006 to Contract No. Gm-10-Dpr-0308b-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-253,2111,Resolution_20-253
Change Order No. 004 to Contract No. Gm-11-M-0912-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-173,2427,Act_20-173
Change Order No. 004 to Contract No. Gm-11-M-0912-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-284,2677,Resolution_20-284
Change Order No. Fy13-007 Through No. Fy13-013 to Contract Gm-10-0707a-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-223,2612,Act_20-223
Change Order No. Fy13-007 Through No. Fy13-013 to Contract Gm-10-0707a-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-318,2733,Resolution_20-318
Change Order No. Fy13-015 Through No. Fy13-023 to Contract Gm-10-0707d-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-222,2611,Act_20-222
Change Order No. Fy13-015 Through No. Fy13-023 to Contract Gm-10-0707d-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-317,2731,Resolution_20-317
Change Order Nos 1-3 Approval and Payment Authorization Emergency Act of 2013,Act,20-42,543,Act_20-42
Change Order Nos 1-3 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-71,795,Resolution_20-71
Change Order Nos. 001 and 002 to Contract No. DCAM-12-M-1031H-FM Approval and Payment Authorization Emergency Act of 2014,Act,20-359,3350,Act_20-359
Change Order Nos. 001 and 002 to Contract No. DCAM-12-M-1031H-FM Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-496,3467,Resolution_20-496
Change Order Nos. 001 through 003 to Contract DCAM-12-CS-0165 Approval and Payment Authorization Emergency Act of 2014,Act,20-407,3887,Act_20-407
Change Order Nos. 001 through 003 to Contract DCAM-12-CS-0165 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-554,3958,Resolution_20-554
Change Order Nos. 001 through 003 to Contract No.  DCAM-13-CS-0003 Approval and Payment Authorization Emergency Act of 2014,Act,20-429,4144,Act_20-429
Change Order Nos. 001 through 003 to Contract No. DCAM-13-CS-0003 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-606,4500,Resolution_20-606
Change Order Nos. 002 through 003 to Contract No. DCAM-13-CS-0124 Approval and Payment Authorization Emergency Act of 2014,Act,20-405,3885,Act_20-405
Change Order Nos. 002 through 003 to Contract No. DCAM-13-CS-0124 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-557,3964,Resolution_20-557
Change Orders No. 001 and 002 and Change Directive No. 002 to Contract No. Dcam-12-M-1031j-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-78,1433,Act_20-78
Change Orders No. 001 and 002 and Change Directive No. 002 to Contract No. Dcam-12-M-1031j-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-145,1566,Resolution_20-145
Change Orders No. 001 Through No. 003 to Contract No. Dcam-12-M-1031g-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-81,1436,Act_20-81
Change Orders No. 001 Through No. 003 to Contract No. Dcam-12-M-1031g-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-147,1568,Resolution_20-147
Change Orders No. 001 Through No. 005 to Contract No. Dcam-12-M-1031e-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-14,468,Act_20-14
Change Orders No. 001 Through No. 005 to Contract No. Dcam-12-M-1031e-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-27,727,Resolution_20-27
Change Orders No. 001 Through No. 005 to Contract No. Dcam-12-M-1031k-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-96,1454,Act_20-96
Change Orders No. 001 Through No. 005 to Contract No. Dcam-12-M-1031k-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-152,1575,Resolution_20-152
Change Orders No. 002 through No. 004 to Contract DCAM-12-CS-0176 Approval and Payment Authorization Emergency Act of 2014,Act,20-402,3882,Act_20-402
Change Orders No. 002 through No. 004 to Contract DCAM-12-CS-0176 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-551,3952,Resolution_20-551
Change Orders No. 002 Through No. 005 to Contract No. Gm-11-M-0606-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-104,1811,Act_20-104
Change Orders No. 002 Through No. 005 to Contract No. Gm-11-M-0606-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-153,2009,Resolution_20-153
Change Orders No. 002 to Contract No. Dcam-12-M-1031fm Approval and Payment Authorization Emergency Act of 2013,Act,20-79,1434,Act_20-79
Change Orders No. 002 to Contract No. Dcam-12-M-1031fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-146,1567,Resolution_20-146
Change Orders No. 005 Through No. 009 to Contract No. Gm-11-M-0531-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-80,1435,Act_20-80
Change Orders No. 005 Through No. 009 to Contract No. Gm-11-M-0531-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-139,1557,Resolution_20-139
Change Orders No. 019 Through No. 027 to Contract No. Gm-09-M-0511-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-102,1809,Act_20-102
Change Orders No. 019 Through No. 027 to Contract No. Gm-09-M-0511-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-197,2026,Resolution_20-197
Change Orders No. 4-5 to Contract No. GF-2102-C-0039 Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-355,2805,Resolution_20-355
Change Orders No. Fy 13-010 Through No. Fy13-017 to Contract Gm-10-S-0707c-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-224,2613,Act_20-224
Change Orders No. Fy 13-010 Through No. Fy13-017 to Contract Gm-10-S-0707c-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-320,2736,Resolution_20-320
Change Orders No. Fy13-001 Through No. Fy13-0014 to Contract Gm-10-S-0707d-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-114,1815,Act_20-114
Change Orders No. Fy13-001 Through No. Fy13-0014 to Contract Gm-10-S-0707d-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-239,2091,Resolution_20-239
Change Orders No. Fy13-001 Through No. Fy13-006 to Contract Gm-10-S-0707a-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-128,1824,Act_20-128
Change Orders No. Fy13-001 Through No. Fy13-006 to Contract Gm-10-S-0707a-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-237,2089,Resolution_20-237
Change Orders No. Fy13-001 Through No. Fy13-009 to Contract Gm-10-S-070c-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-137,1977,Act_20-137
Change Orders No. Fy13-001 Through No. Fy13-009 to Contract Gm-10-S-070c-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-238,2090,Resolution_20-238
Change Orders No. Fy13-002 Through No. Fy13-008 to Contract Gm-10-S-0707b-Fm Approval and Payment Authorization Emergency Act of 2013,Act,20-202,2452,Act_20-202
Change Orders No. Fy13-002 Through No. Fy13-008 to Contract Gm-10-S-0707b-Fm Approval and Payment Authorization Emergency Declaration Resolution of 2013,Resolution,20-308,2719,Resolution_20-308
Change Orders Nos. 002 through 005 to Contract No. DCAM-12-CS-0152 Approval and Payment Authorization Emergency Act of 2014,Act,20-363,3354,Act_20-363
Change Orders Nos. 002 through 005 to Contract No. DCAM-12-CS-0152 Approval and Payment Authorization Emergency Declaration Resolution of 2014,Resolution,20-497,3468,Resolution_20-497
Chief Financial Officer Compensation Emergency Amendment Act of 2013,Act,20-140,1984,Act_20-140
Chief Financial Officer Compensation Emergency Declaration Resolution of 2013,Resolution,20-251,2108,Resolution_20-251
Chief Financial Officer Compensation Temporary Amendment Act of 2013,Law,20-44,2390,Law_20-44
Chief Financial Officer of the District of Columbia Jeffrey S. Dewitt Confirmation Resolution of 2013,Resolution,20-324,2750,Resolution_20-324
Chief Medical Examiner Roger Mitchell Confirmation Resolution of 2014,Resolution,20-491,3440,Resolution_20-491
Chief Tenant Advocate of the Office of the Tenant Advocate Johanna Shreve Confirmation Resolution of 2014,Resolution,20-648,4557,Resolution_20-648
Child Development Home License Amendment Act of 2014,Law,20-149,4116,Law_20-149
Child Development Home License Amendment Emergency Act of 2014,Act,20-318,3301,Act_20-318
Child Development Home License Amendment Temporary Act of 2014,Law,20-119,3639,Law_20-119
Child Development Home License Emergency Declaration Resolution of 2014,Resolution,20-453,3387,Resolution_20-453
Child Fatality Review Committee Jelani A. Freeman Confirmation Resolution of 2014,Resolution,20-440,3365,Resolution_20-440
Child Fatality Review Committee Laura E. House Confirmation Resolution of 2013,Resolution,20-227,2078,Resolution_20-227
Child Sexual Abuse Reporting Amendment Act of 2012,Law,19-315,1140,Law_19-315
Child Support Guideline Commission Councilmember Tommy Wells Appointment Resolution of 2013,Resolution,20-81,1464,Resolution_20-81
Child Support Guideline Commission Stacy L. Brustin Reappointment Resolution of 2014,Resolution,20-488,3437,Resolution_20-488
Children and Youth Investment Trust Corporation Board of Directors Fred Taylor Appointment Resolution of 2013,Resolution,20-200,2029,Resolution_20-200
Children and Youth Investment Trust Corporation Board of Directors Jennifer Budoff Appointment Resolution of 2013,Resolution,20-80,1463,Resolution_20-80
Children and Youth Investment Trust Corporation Board of Directors Jessica A. Sandoval Appointment Resolution of 2013,Resolution,20-199,2028,Resolution_20-199
Children and Youth Investment Trust Corporation Board of Directors William Whitehead Treanor Appointment Resolution of 2013,Resolution,20-198,2027,Resolution_20-198
Children's Defense Fund Revenue Bonds Project Approval Resolution of 2014,Resolution,20-512,3503,Resolution_20-512
Chuck Brown Memorial Commemorative Work Emergency Act of 2014,Act,20-414,3913,Act_20-414
Chuck Brown Memorial Commemorative Work Emergency Declaration Resolution of 2014,Resolution,20-575,3991,Resolution_20-575
Chuck Brown Park Designation Act of 2012,Law,19-259,833,Law_19-259
Civil Fines for Moving Infractions Emergency Approval Resolution of 2013,Resolution,20-43,746,Resolution_20-43
Civil Fines for Moving Infractions Emergency Declaration Resolution of 2013,Resolution,20-42,745,Resolution_20-42
Clarification of Personal Property Tax Revenue Reporting Congressional Review Emergency Act of 2012,Act,19-618,381,Act_19-618
Clarification of Personal Property Tax Revenue Reporting Congressional Review Emergency Declaration Resolution of 2012,Resolution,19-743,552,Resolution_19-743
Clarification of Personal Property Tax Revenue Reporting Temporary Act of 2012,Law,19-220,237,Law_19-220
Classroom Animal for Educational Purposes Clarification Congressional Review Emergency Amendment Act of 2012,Act,19-624,392,Act_19-624
Classroom Animal for Educational Purposes Clarification Congressional Review Emergency Amendment Act of 2014,Act,20-326,3307,Act_20-326
Classroom Animal for Educational Purposes Clarification Congressional Review Emergency Declaration Resolution of 2012,Resolution,19-742,551,Resolution_19-742
Classroom Animal for Educational Purposes Clarification Congressional Review Emergency Declaration Resolution of 2014,Resolution,20-460,3394,Resolution_20-460
Classroom Animal for Educational Purposes Clarification Emergency Amendment Act of 2014,Act,20-274,3034,Act_20-274
Classroom Animal for Educational Purposes Clarification Emergency Declaration Resolution of 2014,Resolution,20-415,3112,Resolution_20-415
